Ratio                   N_Variance              N_Variance2             N1                      N2                      F                       S_Ent                   S_Ent2                  O_DW                   
0.0050118723362727      0.4715220505041225      0.4715220505029247      0.6666666666648695      0.6666666666681804      0.4821967899128684      1.8020991184060691      1.3006755159799313      0.0554945056279983     
0.0063095734448019      0.4715904005412758      0.4715904005412607      0.6666666666666538      0.66666666666671        0.4853000691093378      1.8013158691400180      1.3010112189091647      0.0554934719746854     
0.0079432823472428      0.4716983097408385      0.4716983097405625      0.6666666666662244      0.666666666667005       0.4892081352668230      1.8005841235722704      1.3015224239774597      0.0555006087963998     
0.0100000000000000      0.4718684581641175      0.4718684581638705      0.6666666666663196      0.6666666666670108      0.4941289031290212      1.8000300390709580      1.3022983864334370      0.0555227513935113     
0.0125892541179417      0.4721362745649382      0.4721362745644237      0.6666666666659598      0.6666666666673793      0.5003226339408369      1.7998557336622658      1.3034717584250397      0.0555710322225778     
0.0158489319246112      0.4725567907182606      0.4725567907176363      0.6666666666657471      0.6666666666676107      0.5081134009946562      1.8003697855578853      1.3052380405240671      0.0556632141069356     
0.0199526231496888      0.4732147836242049      0.4732147836201646      0.6666666666608391      0.666666666672492       0.5179011063314281      1.8020228004027372      1.3078822983055562      0.0558270557787759     
0.0251188643150958      0.4742392566307772      0.4742392566215784      0.666666666653391       0.6666666666799881      0.5301716729683073      1.8054423156816863      1.3118143969260385      0.0561049140778588     
0.0316227766016839      0.4758229015228676      0.4758229015233337      0.6666666666673216      0.6666666666659007      0.5455001014532096      1.8114534644005154      1.3176123624717040      0.0565594876465163     
0.0398107170553498      0.4782454715811940      0.4782454715820877      0.6666666666677685      0.6666666666655126      0.5645357834058167      1.8210590920410397      1.3260688612083917      0.0572797748420593     
0.0501187233627274      0.4818955129518643      0.4818955129516324      0.6666666666661607      0.6666666666670513      0.5879512027118973      1.8353366254578480      1.3382251499262501      0.0583845308683356     
0.0630957344480195      0.4872758640451943      0.4872758640451463      0.666666666666611       0.6666666666667269      0.6163258015609385      1.8551981195860121      1.3553563942137870      0.0600175059801965     
0.0794328234724284      0.4949651910176101      0.4949651910178484      0.6666666666660122      0.6666666666668929      0.6499360011005484      1.8809806053122820      1.3788430450916278      0.0623255288882363     
0.1000000000000003      0.5055002737708992      0.5055002737711393      0.666666666667328       0.6666666666658572      0.6884541301979021      1.9119299553775337      1.4098479971168749      0.0654114657582165     
0.1258925411794171      0.5191680118183470      0.5191680118187798      0.6666666666672312      0.6666666666660253      0.7306523819765078      1.9458306343385241      1.4487840959848164      0.0692675378691819     
0.1584893192461118      0.5357771167924511      0.5357771167933407      0.6666666666678668      0.66666666666537        0.7743370925249697      1.9791900516679219      1.4947675369226283      0.0737229667141907     
0.1995262314968885      0.5545724542674881      0.5545724542676698      0.6666666666672891      0.6666666666660663      0.8167421673273367      2.0082002029064769      1.5454909172201072      0.0784588061602356     
0.2511886431509587      0.5744187399308804      0.5744187399297913      0.6666666666672652      0.6666666666664254      0.8553133491185416      2.0300676976503578      1.5978243325414927      0.0831077678433602     
0.3162277660168387      0.5941680329262863      0.5941680329260707      0.6666666666666505      0.6666666666660611      0.8884215614194445      2.0438440438178653      1.6488459982233385      0.0873796225479764     
0.3981071705534983      0.6129648259689772      0.6129648259699563      0.6666666666661291      0.6666666666676823      0.9155690122393031      2.0502946452217397      1.6965951011605191      0.0911270995226475     
0.5011872336272735      0.6303354394421353      0.6303354394422629      0.6666666666665594      0.6666666666666231      0.9371081567260305      2.0511563941379714      1.7401803050971434      0.0943298467981668     
0.6309573444801948      0.6461064151395928      0.6461064151400647      0.6666666666680214      0.666666666665902       0.9538091229260387      2.0483926500745522      1.7794532295232552      0.0970389768600491     
0.7943282347242835      0.6602745902491101      0.6602745902491908      0.6666666666685332      0.6666666666651766      0.9665362467866377      2.0437411251710431      1.8146182626559773      0.0993280243809692     
1.0000000000000024      0.6729075930491950      0.6729075930489284      0.6666666666675694      0.6666666666654306      0.9760885349820186      2.0385316553143569      1.8459739656382244      0.1012664947801613     
1.2589254117941704      0.6840917946889808      0.6840917946888152      0.6666666666672854      0.6666666666656572      0.9831499388271948      2.0336597689605798      1.8738002288824638      0.1029113347222390     
1.5848931924611174      0.6939146323492660      0.6939146323489155      0.6666666666673668      0.6666666666658528      0.9882880087037061      2.0296342219453498      1.8983363622759137      0.1043072177991873     
1.9952623149688846      0.7024638580143310      0.7024638580143645      0.6666666666666881      0.6666666666668161      0.9919661369684947      2.0266575801322597      1.9197971946080166      0.1054894934381577     
2.5118864315095868      0.7098315673174087      0.7098315673181200      0.6666666666664633      0.666666666668158       0.9945567292829364      2.0247178729546480      1.9383953089084176      0.1064870915314891     
3.1622776601683875      0.7161169697136817      0.7161169697130759      0.6666666666668395      0.6666666666671366      0.9963531179758595      2.0236756126467341      1.9543555983424941      0.1073246299826349     
3.9810717055349825      0.7214261193108359      0.7214261193103876      0.6666666666667398      0.6666666666674135      0.9975808991386612      2.0233350008715822      1.9679192655869195      0.1080237296575860     
5.0118723362727353      0.7258691003999116      0.7258691003997797      0.6666666666666399      0.6666666666674927      0.9984091926796201      2.0234940261621661      1.9793395990979450      0.1086037364568517     
6.3095734448019476      0.7295559699085366      0.7295559699087293      0.6666666666664467      0.6666666666674241      0.9989616195132163      2.0239738879995528      1.9888733983987457      0.1090820604354026     
7.9432823472428336      0.7325926936420307      0.7325926936424646      0.6666666666664238      0.6666666666675998      0.9993264414950010      2.0246319168083473      1.9967714817814581      0.1094743053491412     
10.0000000000000249     0.7350778762452875      0.7350778762464061      0.6666666666663451      0.6666666666686709      0.9995653633484252      2.0253634359223236      2.0032705165088145      0.1097943140448693     
12.5892541179417066     0.7371006128776677      0.7371006128782088      0.6666666666665324      0.6666666666677965      0.9997207425921364      2.0260975038951861      2.0085872087629122      0.1100542069012567     
15.8489319246111826     0.7387394451308935      0.7387394451311105      0.6666666666666294      0.6666666666672671      0.9998212077848796      2.0267901589611754      2.0129150108772977      0.1102644500722678     
19.9526231496888578     0.7400622174074440      0.7400622174075655      0.6666666666666486      0.6666666666670469      0.9998858586476946      2.0274173977649386      2.0164230026849723      0.1104339622154922     
25.1188643150958875     0.7411265697971681      0.7411265697971275      0.6666666666667569      0.666666666666806       0.9999273015650090      2.0279690212450250      2.0192564039958385      0.1105702528134276     
31.6227766016839063     0.7419808194325491      0.7419808194323718      0.6666666666667558      0.6666666666666912      0.9999537842324885      2.0284437562117676      2.0215381647473989      0.1106795792117956     
39.8107170553498761     0.7426650323293640      0.7426650323290939      0.6666666666667955      0.6666666666666068      0.9999706641854985      2.0288456548820109      2.0233711635218228      0.1107671093872001     
