Ratio                   N_Variance              N_Variance2             N1                      N2                      F                       S_Ent                   S_Ent2                  O_DW                   
0.0050118723362727      0.0011445186191636      0.5000005024383458      1.3099227084073862e-06  1.499998690256708       0.5690437819500010      0.0001045240705668      1.2017592109482282      0.5624983625989224     
0.0063095734448019      0.0014408672695295      0.5000007963863465      2.0760980835615094e-06  1.4999979241520602      0.5690485712537335      0.0001601428658853      1.2017631233998016      0.5624974048831930     
0.0079432823472428      0.0018139517932999      0.5000012623762531      3.290420091492848e-06   1.499996709447601       0.5690561615407134      0.0002450665870796      1.2017691676745399      0.5624958869894496     
0.0100000000000000      0.0022836447187281      0.5000020012061563      5.215030646929815e-06   1.4999947850510091      0.5690681910836460      0.0003745492446281      1.2017785020368477      0.5624934812482767     
0.0125892541179417      0.0028749677194031      0.5000031728901944      8.265432970967982e-06   1.4999917346805067      0.5690872560060704      0.0005716645264130      1.2017929148473490      0.5624896683006879     
0.0158489319246112      0.0036194284821267      0.5000050316864392      1.3100246418640711e-05  1.4999868999016401      0.5691174702681968      0.0008712360525977      1.2018151485774593      0.5624836249228471     
0.0199526231496888      0.0045567073353633      0.5000079822063747      2.0763541249247147e-05  1.4999792368047649      0.5691653526337678      0.0013256918277187      1.2018494326316382      0.5624740461534086     
0.0251188643150958      0.0057367877786239      0.5000126698325926      3.291063229701039e-05   1.4999670899072972      0.5692412309826929      0.0020137515281368      1.2019022759523863      0.5624588631666865     
0.0316227766016839      0.0072226530121794      0.5000201277630312      5.2166460978702084e-05  1.4999478340809675      0.5693614647330797      0.0030532629119419      1.2019837064204579      0.5624347955846876     
0.0398107170553498      0.0090937092863524      0.5000320194457458      8.269490645269985e-05   1.4999173055065942      0.5695519587374216      0.0046200808948573      1.2021092062770511      0.5623966405665897     
0.0501187233627274      0.0114501526974987      0.5000510463395063      0.00013110438271185206  1.4998688945717635      0.5698537115071848      0.0069756932731253      1.2023027534601802      0.5623361426460108     
