Ratio                   N_Variance              N_Variance2             N1                      N2                      F                       S_Ent                   S_Ent2                  O_DW                   
0.0050118723362727      0.4899221820719223      0.4899221820739786      0.40000000009576586     0.4000000001058823      0.5798061330234717      3.1511393706824671      -0.0000000000000000     0.0398280656860643     
0.0063095734448019      0.4899361998288564      0.4899361998288875      0.39999999999940195     0.3999999999995125      0.5819864278648217      3.1459612573509848      -0.0000000000000000     0.0397847105404121     
0.0079432823472428      0.4899582600610369      0.4899582600622996      0.3999999999992926      0.4000000000054831      0.5847183638778268      3.1394767045189700      -0.0000000000000000     0.0397308074410571     
0.0100000000000000      0.4899929097677999      0.4899929097641850      0.40000000000421776     0.39999999998648506     0.5881369725803551      3.1313680639191515      -0.0000000000000000     0.0396640186328825     
0.0125892541179417      0.4900471977775233      0.4900471977782667      0.3999999999970657      0.40000000000068814     0.5924074523516671      3.1212479742378307      -0.0000000000000000     0.0395816271931008     
0.0158489319246112      0.4901319796702744      0.4901319796673668      0.4000000000056677      0.39999999999143293     0.5977299817210908      3.1086490028951310      -0.0000000000000000     0.0394805659262097     
0.0199526231496888      0.4902638279237509      0.4902638279226535      0.40000000000566976     0.4000000000003181      0.6043438956831578      3.0930152816576917      -0.0000000000000000     0.0393575211585456     
0.0251188643150958      0.4904677469193860      0.4904677469193827      0.40000000000234165     0.4000000000025406      0.6125299083422671      3.0736993620289774      -0.0000000000000000     0.0392091612628416     
0.0316227766016839      0.4907808661618823      0.4907808661650869      0.4000000000066284      0.4000000000224597      0.6226081215503717      3.0499695752612217      -0.0000000000000000     0.0390325591101306     
0.0398107170553498      0.4912571286883691      0.4912571286903903      0.39999999999383185     0.4000000000036173      0.6349282122756408      3.0210359164635983      -0.0000000000000000     0.0388258930540760     
0.0501187233627274      0.4919725704849227      0.4919725704866461      0.3999999999967542      0.40000000000547015     0.6498465822993409      2.9861052709797593      -0.0000000000000000     0.0385895045628441     
0.0630957344480195      0.4930299233688355      0.4930299233698078      0.39999999999774727     0.4000000000026524      0.6676840310073979      2.9444778770794833      -0.0000000000000000     0.0383273258292184     
0.0794328234724284      0.4945598658490145      0.4945598658494199      0.3999999999989349      0.4000000000005429      0.6886583514464585      2.8956923198581621      -0.0000000000000000     0.0380485116240449     
